,Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
172842,NE,CE,FORTALEZA,D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA, 05.063.200/0001-07,RUA PROF HERIBALDO COSTA,1590,,JOAO XXIII,60525-190,DIESEL S10,05/03/2024,"5,88",,R$ / litro,BRANCA
172843,NE,CE,FORTALEZA,D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA, 05.063.200/0001-07,RUA PROF HERIBALDO COSTA,1590,,JOAO XXIII,60525-190,ETANOL,05/03/2024,"4,48",,R$ / litro,BRANCA
172844,NE,CE,FORTALEZA,POSTO COMETA COMERCIO DE PETROLEO LTDA, 04.961.676/0001-00,AVENIDA DA ABOLICAO,3998,C,MUCURIPE,60165-080,GNV,05/03/2024,"4,99",,R$ / m³,VIBRA
172845,NE,CE,FORTALEZA,POSTO COMETA COMERCIO DE PETROLEO LTDA, 04.961.676/0001-00,AVENIDA DA ABOLICAO,3998,C,MUCURIPE,60165-080,GASOLINA ADITIVADA,05/03/2024,"5,99",,R$ / litro,VIBRA
172846,NE,CE,FORTALEZA,POSTO COMETA COMERCIO DE PETROLEO LTDA, 04.961.676/0001-00,AVENIDA DA ABOLICAO,3998,C,MUCURIPE,60165-080,DIESEL S10,05/03/2024,"5,97",,R$ / litro,VIBRA
172847,NE,CE,FORTALEZA,POSTO COMETA COMERCIO DE PETROLEO LTDA, 04.961.676/0001-00,AVENIDA DA ABOLICAO,3998,C,MUCURIPE,60165-080,ETANOL,05/03/2024,"4,29",,R$ / litro,VIBRA
172848,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,GASOLINA,05/03/2024,"6,14",,R$ / litro,SP
172849,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,DIESEL S10,05/03/2024,"5,99",,R$ / litro,SP
172850,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,ETANOL,05/03/2024,"4,39",,R$ / litro,SP
172851,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,GASOLINA,05/03/2024,"5,99",,R$ / litro,VIBRA
172852,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,GASOLINA ADITIVADA,05/03/2024,"6,09",,R$ / litro,VIBRA
172853,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,DIESEL S10,05/03/2024,"5,74",,R$ / litro,VIBRA
172854,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,ETANOL,05/03/2024,"4,38",,R$ / litro,VIBRA
172858,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,GNV,05/03/2024,"4,99",,R$ / m³,RAIZEN
172859,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,GASOLINA,05/03/2024,"5,99",,R$ / litro,RAIZEN
172860,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,GASOLINA ADITIVADA,05/03/2024,"6,04",,R$ / litro,RAIZEN
172861,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,DIESEL S10,05/03/2024,"5,89",,R$ / litro,RAIZEN
172862,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,ETANOL,05/03/2024,"4,2",,R$ / litro,RAIZEN
172863,NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA, 03.524.403/0001-28,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,GASOLINA,05/03/2024,"6,15",,R$ / litro,IPIRANGA
172864,NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA, 03.524.403/0001-28,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,GASOLINA ADITIVADA,05/03/2024,"6,45",,R$ / litro,IPIRANGA
172865,NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA, 03.524.403/0001-28,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,DIESEL S10,05/03/2024,"6,09",,R$ / litro,IPIRANGA
172866,NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA, 03.524.403/0001-28,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,ETANOL,05/03/2024,"4,89",,R$ / litro,IPIRANGA
172867,NE,CE,FORTALEZA,COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA, 03.235.387/0001-53,AVENIDA SEN.FERNANDES TAVORA,3281,,JOQUEI CLUBE,60510-290,GASOLINA,05/03/2024,"6,15",,R$ / litro,VIBRA
172868,NE,CE,FORTALEZA,COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA, 03.235.387/0001-53,AVENIDA SEN.FERNANDES TAVORA,3281,,JOQUEI CLUBE,60510-290,GASOLINA ADITIVADA,05/03/2024,"6,25",,R$ / litro,VIBRA
172869,NE,CE,FORTALEZA,COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA, 03.235.387/0001-53,AVENIDA SEN.FERNANDES TAVORA,3281,,JOQUEI CLUBE,60510-290,ETANOL,05/03/2024,"4,49",,R$ / litro,VIBRA
172870,NE,CE,FORTALEZA,L & S COMERCIO DE COMBUSTIVEIS LTDA, 02.858.003/0002-77,AVENIDA ENGENHEIRO SANTANA JUNIOR,1240,,PAPICU,60175-652,GNV,05/03/2024,"4,99",,R$ / m³,VIBRA
172871,NE,CE,FORTALEZA,L & S COMERCIO DE COMBUSTIVEIS LTDA, 02.858.003/0002-77,AVENIDA ENGENHEIRO SANTANA JUNIOR,1240,,PAPICU,60175-652,GASOLINA,05/03/2024,"5,99",,R$ / litro,VIBRA
172872,NE,CE,FORTALEZA,L & S COMERCIO DE COMBUSTIVEIS LTDA, 02.858.003/0002-77,AVENIDA ENGENHEIRO SANTANA JUNIOR,1240,,PAPICU,60175-652,GASOLINA ADITIVADA,05/03/2024,"6,09",,R$ / litro,VIBRA
172873,NE,CE,FORTALEZA,L & S COMERCIO DE COMBUSTIVEIS LTDA, 02.858.003/0002-77,AVENIDA ENGENHEIRO SANTANA JUNIOR,1240,,PAPICU,60175-652,ETANOL,05/03/2024,"3,99",,R$ / litro,VIBRA
172874,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,GNV,05/03/2024,"4,99",,R$ / m³,VIBRA
172875,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,GASOLINA,05/03/2024,"5,99",,R$ / litro,VIBRA
172876,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,GASOLINA ADITIVADA,05/03/2024,"6,09",,R$ / litro,VIBRA
172877,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,ETANOL,05/03/2024,"4,59",,R$ / litro,VIBRA
172878,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0003-87,AVENIDA DOS EXPEDICIONÁRIOS,9977,,ITAPERI,60410-411,GASOLINA,05/03/2024,"5,99",,R$ / litro,VIBRA
172879,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0003-87,AVENIDA DOS EXPEDICIONÁRIOS,9977,,ITAPERI,60410-411,GASOLINA ADITIVADA,05/03/2024,"6,09",,R$ / litro,VIBRA
172880,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0003-87,AVENIDA DOS EXPEDICIONÁRIOS,9977,,ITAPERI,60410-411,ETANOL,05/03/2024,"4,69",,R$ / litro,VIBRA
172881,NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.486.455/0001-94,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,GASOLINA,05/03/2024,"5,95",,R$ / litro,IPIRANGA
172882,NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.486.455/0001-94,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,GASOLINA ADITIVADA,05/03/2024,"6,07",,R$ / litro,IPIRANGA
172883,NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.486.455/0001-94,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,ETANOL,05/03/2024,"4,07",,R$ / litro,IPIRANGA
172884,NE,CE,FORTALEZA,L&O COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.150.809/0001-25,AVENIDA CEL. CARVALHO,360,,BARRA DO CEARA,60341-630,GNV,05/03/2024,"4,99",,R$ / m³,VIBRA
172885,NE,CE,FORTALEZA,L&O COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.150.809/0001-25,AVENIDA CEL. CARVALHO,360,,BARRA DO CEARA,60341-630,GASOLINA,05/03/2024,"6,19",,R$ / litro,VIBRA
172886,NE,CE,FORTALEZA,L&O COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.150.809/0001-25,AVENIDA CEL. CARVALHO,360,,BARRA DO CEARA,60341-630,GASOLINA ADITIVADA,05/03/2024,"6,39",,R$ / litro,VIBRA
172887,NE,CE,FORTALEZA,L&O COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.150.809/0001-25,AVENIDA CEL. CARVALHO,360,,BARRA DO CEARA,60341-630,ETANOL,05/03/2024,"4,69",,R$ / litro,VIBRA
172888,NE,CE,FORTALEZA,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA, 01.952.847/0001-39,AVENIDA DA UNIVERSIDADE,3555,,BENFICA,60020-181,GASOLINA,05/03/2024,"5,99",,R$ / litro,RAIZEN
172889,NE,CE,FORTALEZA,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA, 01.952.847/0001-39,AVENIDA DA UNIVERSIDADE,3555,,BENFICA,60020-181,GASOLINA ADITIVADA,05/03/2024,"6,19",,R$ / litro,RAIZEN
172890,NE,CE,FORTALEZA,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA, 01.952.847/0001-39,AVENIDA DA UNIVERSIDADE,3555,,BENFICA,60020-181,DIESEL S10,05/03/2024,"5,49",,R$ / litro,RAIZEN
172891,NE,CE,FORTALEZA,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA, 01.952.847/0001-39,AVENIDA DA UNIVERSIDADE,3555,,BENFICA,60020-181,ETANOL,05/03/2024,"4,29",,R$ / litro,RAIZEN
172892,NE,CE,FORTALEZA,AUTO ABASTECIMENTO SANTO ANTONIO LTDA, 01.781.154/0001-20,AVENIDA GODOFREDO MACIEL,585,,PARANGABA,60710-001,GASOLINA,05/03/2024,"5,99",,R$ / litro,VIBRA
172893,NE,CE,FORTALEZA,AUTO ABASTECIMENTO SANTO ANTONIO LTDA, 01.781.154/0001-20,AVENIDA GODOFREDO MACIEL,585,,PARANGABA,60710-001,GASOLINA ADITIVADA,05/03/2024,"6,09",,R$ / litro,VIBRA
172894,NE,CE,FORTALEZA,AUTO ABASTECIMENTO SANTO ANTONIO LTDA, 01.781.154/0001-20,AVENIDA GODOFREDO MACIEL,585,,PARANGABA,60710-001,ETANOL,05/03/2024,"4,29",,R$ / litro,VIBRA
172895,NE,CE,FORTALEZA,LESTE OESTE PETRÓLEO LTDA, 01.447.072/0001-44,AVENIDA PRESIDENTE CASTELO BRANCO,4277,0,BARRA DO CEARÁ,60312-060,GNV,05/03/2024,"4,99",,R$ / m³,RAIZEN
172896,NE,CE,FORTALEZA,LESTE OESTE PETRÓLEO LTDA, 01.447.072/0001-44,AVENIDA PRESIDENTE CASTELO BRANCO,4277,0,BARRA DO CEARÁ,60312-060,GASOLINA,05/03/2024,"5,77",,R$ / litro,RAIZEN
172897,NE,CE,FORTALEZA,LESTE OESTE PETRÓLEO LTDA, 01.447.072/0001-44,AVENIDA PRESIDENTE CASTELO BRANCO,4277,0,BARRA DO CEARÁ,60312-060,GASOLINA ADITIVADA,05/03/2024,"5,87",,R$ / litro,RAIZEN
172898,NE,CE,FORTALEZA,LESTE OESTE PETRÓLEO LTDA, 01.447.072/0001-44,AVENIDA PRESIDENTE CASTELO BRANCO,4277,0,BARRA DO CEARÁ,60312-060,DIESEL S10,05/03/2024,"5,57",,R$ / litro,RAIZEN
172899,NE,CE,FORTALEZA,LESTE OESTE PETRÓLEO LTDA, 01.447.072/0001-44,AVENIDA PRESIDENTE CASTELO BRANCO,4277,0,BARRA DO CEARÁ,60312-060,ETANOL,05/03/2024,"4,39",,R$ / litro,RAIZEN
172900,NE,CE,FORTALEZA,AGUIAR COMERCIAL DE PETROLEO LTDA, 00.382.609/0001-72,AVENIDA PRESIDENTE COSTA E SILVA,3300,,MONDUBIM,60761-190,GASOLINA,05/03/2024,"6,19",,R$ / litro,VIBRA
172901,NE,CE,FORTALEZA,AGUIAR COMERCIAL DE PETROLEO LTDA, 00.382.609/0001-72,AVENIDA PRESIDENTE COSTA E SILVA,3300,,MONDUBIM,60761-190,GASOLINA ADITIVADA,05/03/2024,"6,29",,R$ / litro,VIBRA
172902,NE,CE,FORTALEZA,AGUIAR COMERCIAL DE PETROLEO LTDA, 00.382.609/0001-72,AVENIDA PRESIDENTE COSTA E SILVA,3300,,MONDUBIM,60761-190,DIESEL S10,05/03/2024,"6,19",,R$ / litro,VIBRA
172903,NE,CE,FORTALEZA,AGUIAR COMERCIAL DE PETROLEO LTDA, 00.382.609/0001-72,AVENIDA PRESIDENTE COSTA E SILVA,3300,,MONDUBIM,60761-190,ETANOL,05/03/2024,"4,69",,R$ / litro,VIBRA
172904,NE,CE,FORTALEZA,MOURA COMERCIO DE COMBUSTIVEIS LTDA, 00.333.717/0001-55,AVENIDA BEZERRA DE MENEZES,161,0,OTAVIO BONFIM,60325-003,GASOLINA,05/03/2024,"6,04",,R$ / litro,RAIZEN
172905,NE,CE,FORTALEZA,MOURA COMERCIO DE COMBUSTIVEIS LTDA, 00.333.717/0001-55,AVENIDA BEZERRA DE MENEZES,161,0,OTAVIO BONFIM,60325-003,GASOLINA ADITIVADA,05/03/2024,"6,34",,R$ / litro,RAIZEN
172906,NE,CE,FORTALEZA,MOURA COMERCIO DE COMBUSTIVEIS LTDA, 00.333.717/0001-55,AVENIDA BEZERRA DE MENEZES,161,0,OTAVIO BONFIM,60325-003,ETANOL,05/03/2024,"4,29",,R$ / litro,RAIZEN
172907,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0002-42,AVENIDA SANTOS DUMONT,2484,0,ALDEOTA,60150-161,GASOLINA,05/03/2024,"5,98",,R$ / litro,RAIZEN
172908,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0002-42,AVENIDA SANTOS DUMONT,2484,0,ALDEOTA,60150-161,GASOLINA ADITIVADA,05/03/2024,"6,09",,R$ / litro,RAIZEN
172909,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0002-42,AVENIDA SANTOS DUMONT,2484,0,ALDEOTA,60150-161,ETANOL,05/03/2024,"4,59",,R$ / litro,RAIZEN
172910,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0001-61,AVENIDA SANTOS DUMONT,3976,,ALDEOTA,60150-162,GASOLINA,05/03/2024,"6,09",,R$ / litro,RAIZEN
172911,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0001-61,AVENIDA SANTOS DUMONT,3976,,ALDEOTA,60150-162,GASOLINA ADITIVADA,05/03/2024,"6,29",,R$ / litro,RAIZEN
172912,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0001-61,AVENIDA SANTOS DUMONT,3976,,ALDEOTA,60150-162,ETANOL,05/03/2024,"4,69",,R$ / litro,RAIZEN
173808,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0009-73,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,GASOLINA,05/03/2024,"5,99",,R$ / litro,SP
173809,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0009-73,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,GASOLINA ADITIVADA,05/03/2024,"6,09",,R$ / litro,SP
173810,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0009-73,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,DIESEL S10,05/03/2024,"6,19",,R$ / litro,SP
173811,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0009-73,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,ETANOL,05/03/2024,"4,69",,R$ / litro,SP
174191,NE,CE,FORTALEZA,POSTO ABN LTDA, 04.797.612/0002-99,AVENIDA CARNEIRO DE MENDONÇA,1158,,DEMOCRITO ROCHA,60440-160,GASOLINA,05/03/2024,"5,99",,R$ / litro,SP
174192,NE,CE,FORTALEZA,POSTO ABN LTDA, 04.797.612/0002-99,AVENIDA CARNEIRO DE MENDONÇA,1158,,DEMOCRITO ROCHA,60440-160,GASOLINA ADITIVADA,05/03/2024,"5,99",,R$ / litro,SP
174193,NE,CE,FORTALEZA,POSTO ABN LTDA, 04.797.612/0002-99,AVENIDA CARNEIRO DE MENDONÇA,1158,,DEMOCRITO ROCHA,60440-160,DIESEL S10,05/03/2024,"5,69",,R$ / litro,SP
174194,NE,CE,FORTALEZA,POSTO ABN LTDA, 04.797.612/0002-99,AVENIDA CARNEIRO DE MENDONÇA,1158,,DEMOCRITO ROCHA,60440-160,ETANOL,05/03/2024,"4,49",,R$ / litro,SP
174438,NE,CE,CRATO,PETROX COMERCIO DE COMBUSTIVEIS LTDA, 15.503.343/0001-46,AVENIDA PADRE CICERO,1197,,SAO MIGUEL,63122-445,GASOLINA,05/03/2024,"5,99",,R$ / litro,BRANCA
174439,NE,CE,CRATO,PETROX COMERCIO DE COMBUSTIVEIS LTDA, 15.503.343/0001-46,AVENIDA PADRE CICERO,1197,,SAO MIGUEL,63122-445,DIESEL S10,05/03/2024,"5,97",,R$ / litro,BRANCA
174530,NE,CE,SOBRAL,PARAISO COMÉRCIO DE VAREJISTA DE COMBUSTIVEIS LTDA, 16.859.959/0001-17,AVENIDA PIMENTEL GOMES,105,,ALTO DA BRASILIA,62114-000,GASOLINA,05/03/2024,"5,77",,R$ / litro,IPIRANGA
174531,NE,CE,SOBRAL,PARAISO COMÉRCIO DE VAREJISTA DE COMBUSTIVEIS LTDA, 16.859.959/0001-17,AVENIDA PIMENTEL GOMES,105,,ALTO DA BRASILIA,62114-000,GASOLINA ADITIVADA,05/03/2024,"5,94",,R$ / litro,IPIRANGA
174532,NE,CE,SOBRAL,PARAISO COMÉRCIO DE VAREJISTA DE COMBUSTIVEIS LTDA, 16.859.959/0001-17,AVENIDA PIMENTEL GOMES,105,,ALTO DA BRASILIA,62114-000,DIESEL S10,05/03/2024,"5,89",,R$ / litro,IPIRANGA
174533,NE,CE,SOBRAL,PARAISO COMÉRCIO DE VAREJISTA DE COMBUSTIVEIS LTDA, 16.859.959/0001-17,AVENIDA PIMENTEL GOMES,105,,ALTO DA BRASILIA,62114-000,ETANOL,05/03/2024,"4,99",,R$ / litro,IPIRANGA
174679,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0012-79,AVENIDA FRANCISCO SA,3965,,CARLITO PAMPLONA,60310-001,GASOLINA,05/03/2024,"6,19",,R$ / litro,SP
174680,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0012-79,AVENIDA FRANCISCO SA,3965,,CARLITO PAMPLONA,60310-001,GASOLINA ADITIVADA,05/03/2024,"6,19",,R$ / litro,SP
174681,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0012-79,AVENIDA FRANCISCO SA,3965,,CARLITO PAMPLONA,60310-001,DIESEL S10,05/03/2024,"6,15",,R$ / litro,SP
174682,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0012-79,AVENIDA FRANCISCO SA,3965,,CARLITO PAMPLONA,60310-001,ETANOL,05/03/2024,"4,49",,R$ / litro,SP
174711,NE,CE,FORTALEZA,POSTO CAMPEAO COMERCIO DE COMBUSTIVEIS LTDA, 06.013.569/0002-59,AVENIDA BENJAMIM BRASIL,404,,MONDUBIM,60711-442,GASOLINA,05/03/2024,"5,99",,R$ / litro,VIBRA
174712,NE,CE,FORTALEZA,POSTO CAMPEAO COMERCIO DE COMBUSTIVEIS LTDA, 06.013.569/0002-59,AVENIDA BENJAMIM BRASIL,404,,MONDUBIM,60711-442,GASOLINA ADITIVADA,05/03/2024,"6,29",,R$ / litro,VIBRA
174713,NE,CE,FORTALEZA,POSTO CAMPEAO COMERCIO DE COMBUSTIVEIS LTDA, 06.013.569/0002-59,AVENIDA BENJAMIM BRASIL,404,,MONDUBIM,60711-442,ETANOL,05/03/2024,"4,69",,R$ / litro,VIBRA
174738,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0005-49,RUA VITAL BRASIL,1142,,BONSUCESSO,60541-705,GASOLINA,05/03/2024,"5,99",,R$ / litro,VIBRA
174739,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0005-49,RUA VITAL BRASIL,1142,,BONSUCESSO,60541-705,ETANOL,05/03/2024,"4,59",,R$ / litro,VIBRA
175246,NE,CE,JUAZEIRO DO NORTE,RL PETROLEO LTDA, 31.946.333/0001-31,AVENIDA PRESIDENTE CASTELO BRANCO,2094,,TIRADENTES,63031-182,GASOLINA,05/03/2024,"5,99",,R$ / litro,VIBRA
175247,NE,CE,JUAZEIRO DO NORTE,RL PETROLEO LTDA, 31.946.333/0001-31,AVENIDA PRESIDENTE CASTELO BRANCO,2094,,TIRADENTES,63031-182,GASOLINA ADITIVADA,05/03/2024,"5,99",,R$ / litro,VIBRA
175248,NE,CE,JUAZEIRO DO NORTE,RL PETROLEO LTDA, 31.946.333/0001-31,AVENIDA PRESIDENTE CASTELO BRANCO,2094,,TIRADENTES,63031-182,DIESEL S10,05/03/2024,"5,99",,R$ / litro,VIBRA
175249,NE,CE,JUAZEIRO DO NORTE,RL PETROLEO LTDA, 31.946.333/0001-31,AVENIDA PRESIDENTE CASTELO BRANCO,2094,,TIRADENTES,63031-182,ETANOL,05/03/2024,"4,09",,R$ / litro,VIBRA
175295,NE,CE,FORTALEZA,MONTREAL MONTESE COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA., 04.787.688/0001-52,AVENIDA JOAO PESSOA,6094,,MONTESE,60440-005,GASOLINA,05/03/2024,"5,99",,R$ / litro,VIBRA
175296,NE,CE,FORTALEZA,MONTREAL MONTESE COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA., 04.787.688/0001-52,AVENIDA JOAO PESSOA,6094,,MONTESE,60440-005,GASOLINA ADITIVADA,05/03/2024,"6,19",,R$ / litro,VIBRA
175297,NE,CE,FORTALEZA,MONTREAL MONTESE COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA., 04.787.688/0001-52,AVENIDA JOAO PESSOA,6094,,MONTESE,60440-005,ETANOL,05/03/2024,"4,27",,R$ / litro,VIBRA
175384,NE,CE,ICO,A . F. DE OLIVEIRA JUNIOR, 33.656.846/0001-33,RUA MONSENHOR FROTA,430,,CENTRO,63430-000,GASOLINA,05/03/2024,"6,09",,R$ / litro,VIBRA
175385,NE,CE,ICO,A . F. DE OLIVEIRA JUNIOR, 33.656.846/0001-33,RUA MONSENHOR FROTA,430,,CENTRO,63430-000,GASOLINA ADITIVADA,05/03/2024,"6,09",,R$ / litro,VIBRA
175386,NE,CE,ICO,A . F. DE OLIVEIRA JUNIOR, 33.656.846/0001-33,RUA MONSENHOR FROTA,430,,CENTRO,63430-000,ETANOL,05/03/2024,"4,49",,R$ / litro,VIBRA
175677,NE,CE,CANINDE,POSTO SIM LTDA, 04.369.988/0001-11,RUA JOAQUIM MAGALHÃES,466,,CENTRO,62700-000,GASOLINA,06/03/2024,"6,07",,R$ / litro,BRANCA
175678,NE,CE,CANINDE,POSTO SIM LTDA, 04.369.988/0001-11,RUA JOAQUIM MAGALHÃES,466,,CENTRO,62700-000,GASOLINA ADITIVADA,06/03/2024,"6,09",,R$ / litro,BRANCA
175679,NE,CE,CANINDE,POSTO SIM LTDA, 04.369.988/0001-11,RUA JOAQUIM MAGALHÃES,466,,CENTRO,62700-000,DIESEL S10,06/03/2024,"6,09",,R$ / litro,BRANCA
175680,NE,CE,CANINDE,POSTO SIM LTDA, 04.369.988/0001-11,RUA JOAQUIM MAGALHÃES,466,,CENTRO,62700-000,ETANOL,06/03/2024,"4,44",,R$ / litro,BRANCA
175681,NE,CE,CANINDE,J & J PESSOA COMERCIO DE COMBUSTIVEIS LTDA, 07.110.141/0002-97,AVENIDA PERIMETRAL,S N,,CANINDEZINHO,62700-000,GASOLINA,06/03/2024,"6,07",,R$ / litro,VIBRA
175682,NE,CE,CANINDE,J & J PESSOA COMERCIO DE COMBUSTIVEIS LTDA, 07.110.141/0002-97,AVENIDA PERIMETRAL,S N,,CANINDEZINHO,62700-000,DIESEL S10,06/03/2024,"6,09",,R$ / litro,VIBRA
175683,NE,CE,CANINDE,J & J PESSOA COMERCIO DE COMBUSTIVEIS LTDA, 07.110.141/0002-97,AVENIDA PERIMETRAL,S N,,CANINDEZINHO,62700-000,ETANOL,06/03/2024,"4,49",,R$ / litro,VIBRA
